,product_name,product_price,sales,scraping_date,revenue,month,year,brand,Price Range,Global Price Range
95,Cussons Baby Shampoo Almond Oil & Honey - Sampo Bayi 100ml,12600,5300,6/20/2025 15:10,66780000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
96,Cussons Baby Wipes Newborn Pure & Gentle -Tisu Basah Bayi-Ganti Popok 45's,25200,31411,6/20/2025 15:10,791557200,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
97,Cussons Baby Fun Bathing Pack,57200,7300,6/20/2025 15:10,417560000,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
99,Cussons Baby Natural Hair Oil Candle Nut - Minyak Rambut Bayi 100ml,43800,9700,6/20/2025 15:10,424860000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
100,Cussons Kids Hair & Body Cologne Unicorn Fruity Berries 100ml X2,34300,1600,6/20/2025 15:10,54880000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
102,Cussons Baby Powder Mild & Gentle - Bedak Bayi 200gr + 60gr,14300,5400,6/20/2025 15:10,77220000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
103,Cussons Kids Shampoo Unicorn Soft & Smooth - Sampo Anak 180ml,17800,6900,6/20/2025 15:10,122820000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
104,Cussons Baby Daily Essential Pack - Paket Sabun Bayi,26700,16596,6/20/2025 15:10,443113200,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
105,Cussons Baby Cologne Cheerful Smile - Minyak Wangi Bayi 100ml X3,58200,12358,6/20/2025 15:10,719235600,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
107,Cussons Baby Hair & Body Wash Mild & Gentle - Sabun Bayi 2in1 200ml,19200,3100,6/20/2025 15:10,59520000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
108,Cussons Baby Minyak Telon Plus - 30ml,8900,10067,6/20/2025 15:10,89596300,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
109,Beli 2 Gratis 1 - Cussons Baby Telon Oil Plus 90ML,58900,1200,6/20/2025 15:10,70680000,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
110,Cussons Baby Hair Lotion Coconut Oil & Aloe Vera 200ml X2,70900,442,6/20/2025 15:10,31337800,June,2025,Cussons,"68,589 - 77,163","45,264 - 90,527"
111,Cussons Kids Shampoo Black & Shiny - Sampo Anak 90ml,9900,3700,6/20/2025 15:10,36630000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
112,Cussons Baby Newborn Hair & Body Wash - Sabun Bayi 2in1 100ml,12500,1000,6/20/2025 15:10,12500000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
113,Cussons Baby Wipes Newborn Pure & Gentle -Tisu Basah Bayi-Ganti Popok 45's x3,75600,1000,6/20/2025 15:10,75600000,June,2025,Cussons,"68,589 - 77,163","45,264 - 90,527"
114,Cussons Baby Hair Lotion Candle Nut & Celery 200ml X2,70900,6000,6/20/2025 15:10,425400000,June,2025,Cussons,"68,589 - 77,163","45,264 - 90,527"
115,Cussons Kids Hair & Body Cologne Dragon Fresh Apple 100ml X2,34300,768,6/20/2025 15:10,26342400,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
116,Cussons Baby Hair & Body Wash Deep Moisture 200ML Bottle,16700,2900,6/20/2025 15:10,48430000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
117,Cussons Baby Minyak Telon Plus - 90ml,21900,1000,6/20/2025 15:10,21900000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
118,Cussons Baby Wipes Newborn Pure & Gentle -Tisu Basah Bayi-Ganti Popok 45's x2,47700,5400,6/20/2025 15:10,257580000,June,2025,Cussons,"42,868 - 51,442","45,264 - 90,527"
119,Cussons Baby Hair Lotion Almond Oil & Honey 200ml X2,70900,368,6/20/2025 15:10,26091200,June,2025,Cussons,"68,589 - 77,163","45,264 - 90,527"
120,Cussons Baby Newborn Hair & Body Wash -Sabun Bayi 2in1 Refill 400ml X3,87000,886,6/20/2025 15:10,77082000,June,2025,Cussons,"85,737 - 94,311","45,264 - 90,527"
121,Cussons Kids Shampoo Dragon Fresh & Nourish - Sampo Anak 90ml,9900,2900,6/20/2025 15:10,28710000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
122,Cussons Baby Hair & Body Wash Deep Moisture 600ML Pouch X 3,96500,573,6/20/2025 15:10,55294500,June,2025,Cussons,"94,311 - 102,884","90,527 - 135,791"
125,Cussons Baby Natural Hair Oil Coconut - Minyak Rambut Bayi 100ml,43800,3200,6/20/2025 15:10,140160000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
126,Cussons Kids Body Wash Unicorn Soft & Smooth 250ml X2,41200,1600,6/20/2025 15:10,65920000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
127,Cussons Kids Body Wash Dragon Fresh & Protect 250ml X2,41200,1900,6/20/2025 15:10,78280000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
128,Cussons Kids Body Wash Dragon Fresh & Protect 250ml,20600,4200,6/20/2025 15:10,86520000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
129,Cussons Baby Cologne Cheerful Smile 100ml x2,43000,9200,6/20/2025 15:10,395600000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
131,Cussons Baby Hair Lotion Almond Oil & Honey 100ml x2,43200,844,6/20/2025 15:10,36460800,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
132,Cussons Kids Body Wash Unicorn Active & Nourish 250ml X2,41200,1800,6/20/2025 15:10,74160000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
133,Cussons Baby Telon Oil Plus 60ml X 2,30200,8600,6/20/2025 15:10,259720000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
134,Cussons Baby Cologne Soft Touch 100ml x2,43000,1700,6/20/2025 15:10,73100000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
136,Cussons Kids Body Wash Unicorn Active & Nourish - Sabun Anak Pump 280ml,26700,3300,6/20/2025 15:10,88110000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
138,Cussons Baby Softener 700ML Sweet Dream,20100,1500,6/20/2025 15:10,30150000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
139,Cussons Kids Body Wash Dragon Fresh & Protect 280ml,26700,4500,6/20/2025 15:10,120150000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
140,Cussons Kids Body Wash Unicorn Soft & Smooth 250ml,20600,3600,6/20/2025 15:10,74160000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
141,Cussons Baby Hair & Body Wash Mild & Gentle Pouch 375ml X2,46100,999,6/20/2025 15:10,46053900,June,2025,Cussons,"42,868 - 51,442","45,264 - 90,527"
142,Cussons Kids Hair & Body Cologne Unicorn Strawberry Smoothie 100ml X2,34300,1300,6/20/2025 15:10,44590000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
143,Cussons Baby Softener 700ML Mild & Gentle,20100,1500,6/20/2025 15:10,30150000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
144,Cussons Baby Milk Bottle PP Anti Colic - Botol Susu Bayi 125ml,27700,4200,6/20/2025 15:10,116340000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
146,Cussons Kids Body Wash Unicorn Soft & Smooth 280ml,26700,3700,6/20/2025 15:10,98790000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
148,Cussons Baby Telon Oil Plus Natural - Minyak Telon Bayi 60ml,15100,43305,6/20/2025 15:10,653905500,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
149,Cussons Baby Telon Oil Plus 150ml X 2,68900,368,6/20/2025 15:10,25355200,June,2025,Cussons,"68,589 - 77,163","45,264 - 90,527"
150,Cussons Baby Softener 700ML Soft Floral,20100,2000,6/20/2025 15:10,40200000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
153,Cussons Baby Hair Lotion Coconut Oil & Aloe Vera 100ml X2,43200,533,6/20/2025 15:10,23025600,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
154,Cussons Kids Body Wash Active & Nourish - Sabun Anak Refill 250ml,20600,6600,6/20/2025 15:10,135960000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
156,Cussons Baby Milk Bath Fresh & Nourish - Sabun Mandi Bayi 200ml,19700,2400,6/20/2025 15:10,47280000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
159,Cussons Kids Shampoo Dragon Fresh & Nourish 180ml x2,35600,466,6/20/2025 15:10,16589600,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
160,Bundle Cussons Baby Hair & Body Wash Deep Moisture 375ML Pouch + Baby Telon 60ML,38700,67,6/20/2025 15:10,2592900,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
161,Cussons Baby Happy Fresh Cologne 100ml x2,43000,3300,6/20/2025 15:10,141900000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
164,Cussons Baby Minyak Telon Plus - 60ml x4,60400,3500,6/20/2025 15:10,211400000,June,2025,Cussons,"60,016 - 68,589","45,264 - 90,527"
167,Cussons Baby Cologne Lovely Kiss - Minyak Wangi Bayi 100ml X2,43000,612,6/20/2025 15:10,26316000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
168,Cussons Kids Toothbrush Unicorn Soft - Sikat Gigi Anak 5-7 Tahun X2,17900,412,6/20/2025 15:10,7374800,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
169,Cussons Baby Complete Essential Pack (Blue or Pink) - Paket Sabun Bayi,58100,2600,6/20/2025 15:10,151060000,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
170,Cussons Kids Toothpaste Unicorn Strawberry - Pasta Gigi Anak 45gr X2,14300,911,6/20/2025 15:10,13027300,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
171,[BUY 2 GET 2] Cussons Baby Hair & Body Wash Mild & Genle 55ml,20000,215,6/20/2025 15:10,4300000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
172,Cussons Baby Telon Oil Plus 90ml X 2,43800,170,6/20/2025 15:10,7446000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
173,Cussons Baby Milk Bottle BPA Free  - Botol Susu - Dot Bayi 60ml,25400,7900,6/20/2025 15:10,200660000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
174,[Free Upsize] Cussons Baby Telon Oil Plus 30ml (2pcs) + 60ml (1pcs),32900,2600,6/20/2025 15:10,85540000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
175,Cussons Kids Shampoo Unicorn Soft & Smooth - Sampo Anak 90ml,9900,3100,6/20/2025 15:10,30690000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
176,[BUY 2 GET 1] Cussons Baby Hair & Body Wash Deep Moisture - Sabun Bayi 2in1 Bottle 200ml,46900,157,6/20/2025 15:10,7363300,June,2025,Cussons,"42,868 - 51,442","45,264 - 90,527"
178,Cussons Kids Sikat Gigi Dragon Soft 5-7 Years X2,17900,969,6/20/2025 15:10,17345100,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
179,Cussons Baby Hair & Body Wash Mild & Gentle-Sabun Bayi Refill 375ml X3,63700,1200,6/20/2025 15:10,76440000,June,2025,Cussons,"60,016 - 68,589","45,264 - 90,527"
180,Cussons Baby Milk Bath Fresh & Nourish - Sabun Mandi Bayi 100ml,10500,4300,6/20/2025 15:10,45150000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
182,Cussons Baby Cologne Soft Touch - Minyak Wangi Bayi 100ml X3,63100,3600,6/20/2025 15:10,227160000,June,2025,Cussons,"60,016 - 68,589","45,264 - 90,527"
183,[BUY 2 GET 1] Cussons Baby Oil Mild & Gentle 100ml,56000,68,6/20/2025 15:10,3808000,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
184,Cussons Baby Cologne Beautiful Sunshine 100ml X2,43000,181,6/20/2025 15:10,7783000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
186,Cussons Kids Toothpaste Dragon Apple - Pasta Gigi Anak 45gr X2,14300,482,6/20/2025 15:10,6892600,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
187,Cussons Kids Sikat Gigi Unicorn Soft 5-7 Years X2,17900,768,6/20/2025 15:10,13747200,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
188,Bundle Cussons Baby Hair & Body Wash Deep Moisture 375ML Pouch + Cologne Happy Fresh 100ML,45500,137,6/20/2025 15:10,6233500,June,2025,Cussons,"42,868 - 51,442","45,264 - 90,527"
190,Cussons Baby Foldable Bottle Brush - Sikat Botol Bayi,32400,3400,6/20/2025 15:10,110160000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
193,Cussons Baby Basic Essential Pack - Paket Sabun Bayi,40300,6600,6/20/2025 15:10,265980000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
195,Cussons Baby Happy Fresh Cologne 100ml x2,43000,319,6/20/2025 15:10,13717000,June,2025,Cussons,"42,868 - 51,442","0 - 45,264"
196,[BUY 2 GET 1] Cussons Baby Hair & Body Wash Mild & Gentle - Sabun Bayi 2in1 200ml,57400,50,6/20/2025 15:10,2870000,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
197,Cussons Baby Milk Bottle PP Wide Neck- Botol Susu - Dot Bayi 125ml,55000,1100,6/20/2025 15:10,60500000,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
198,Buy 2 Cussons Baby Liquid Cleanser Bottle 450ml - FREE 2 Liquid Cleanser 300ml,67100,5400,6/20/2025 15:10,362340000,June,2025,Cussons,"60,016 - 68,589","45,264 - 90,527"
199,Cussons Kids Shampoo Dragon Fresh & Nourish - Sampo Anak 90ml X2,19600,154,6/20/2025 15:10,3018400,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
200,Cussons Baby Newborn Premium Gift Pack - Gift Set - Paket Hadiah Bayi,167100,4500,6/20/2025 15:10,751950000,June,2025,Cussons,"162,900 - 171,474","135,791 - 181,054"
201,Cussons Baby Hair & Body Wash Mild & Gentle 55ML,4200,441,6/20/2025 15:10,1852200,June,2025,Cussons,"0 - 8,574","0 - 45,264"
202,Cussons Baby Hair & Body Wash Mild & Gentle 55ML X2,8400,164,6/20/2025 15:10,1377600,June,2025,Cussons,"0 - 8,574","0 - 45,264"
203,Cussons Baby Hair & Body Wash Mild & Gentle 600ml + 150 ml x2,68400,4400,6/20/2025 15:10,300960000,June,2025,Cussons,"60,016 - 68,589","45,264 - 90,527"
204,Cussons Kids Shampoo Unicorn Soft & Smooth - Sampo Anak 90ml X2,19800,265,6/20/2025 15:10,5247000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
207,Cussons Baby Minyak Telon Plus - 60ml,16500,1,6/20/2025 15:10,16500,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
208,[BUY 2 GET 1] Cussons Baby Milk Bath Fresh & Nourish - Sabun Mandi Bayi 200ml,59100,42,6/20/2025 15:10,2482200,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
209,Cussons Baby Wipes Nat Refreshing-Tisu Basah Bayi-Ganti Popok 45's X3,18900,49952,6/20/2025 15:10,944092800,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
210,Cussons Baby Lotion Moscare Skin Protection - Losion Bayi Anti Nyamuk 50gr,17000,34332,6/20/2025 15:10,583644000,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
212,Cussons Baby Shampoo Candle Nut & Celery - Sampo Bayi 200ml,22000,12857,6/20/2025 15:10,282854000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
213,Cussons Baby Cream Soft & Smooth 50gr x2,30500,2100,6/20/2025 15:10,64050000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
214,Cussons Baby Newborn Pack - Gift Set - Paket Hadiah Bayi,56700,47682,6/20/2025 15:10,2703569400,June,2025,Cussons,"51,442 - 60,016","45,264 - 90,527"
215,Cussons Baby Hair & Body Wash Deep Moisture 600ML Pouch,34700,1100,6/20/2025 15:10,38170000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
216,Cussons Baby Soap Soft & Smooth - Sabun Bayi 60gr,4500,16050,6/20/2025 15:10,72225000,June,2025,Cussons,"0 - 8,574","0 - 45,264"
217,Cussons Baby Soap Mild & Gentle - Sabun Bayi 60gr,4500,17336,6/20/2025 15:10,78012000,June,2025,Cussons,"0 - 8,574","0 - 45,264"
218,Cussons Baby Hair Lotion Coconut Oil & Aloe Vera - Losion Rambut Bayi 100ml,22200,13610,6/20/2025 15:10,302142000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
219,Cussons Baby Newborn Hair & Body Wash - Sabun Bayi 2in1 Refill 400ml,30900,8100,6/20/2025 15:10,250290000,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
220,Cussons Baby Wipes Soft & Smooth-Tisu Basah Bayi-Ganti Popok 45's X3,17600,21522,6/20/2025 15:10,378787200,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
221,Cussons Baby Cologne Happy Fresh - Minyak Wangi Bayi 100ml,21900,15131,6/20/2025 15:10,331368900,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
222,Cussons Baby Hair & Body Wash Mild & Gentle - Sabun Mandi Bayi 2in1 Refill 600ml + 150ml,34700,12880,6/20/2025 15:10,446936000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
223,Cussons Kids Hair & Body Cologne Fruity Berries - Parfum Anak 100ml,17200,10805,6/20/2025 15:10,185846000,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
224,Cussons Baby Hair Lotion Candle Nut & Celery - Losion Rambut Bayi 200ml,36400,14858,6/20/2025 15:10,540831200,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
225,Cussons Baby Newborn Lotion - Losion Bayi 100ml,15700,24742,6/20/2025 15:10,388449400,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
226,Cussons Baby Cologne Soft Touch 100ml,21900,13577,6/20/2025 15:10,297336300,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
227,Cussons Baby Cologne Cheerful Smile - Minyak Wangi Bayi 100ml,22400,44611,6/20/2025 15:10,999286400,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
228,Cussons Baby Wipes Mild & Gentle-Tisu Basah Bayi-Ganti Popok 45's X6,37200,19845,6/20/2025 15:10,738234000,June,2025,Cussons,"34,295 - 42,868","0 - 45,264"
229,Cussons Baby Newborn Hair & Body Wash - Sabun Bayi 2in1 200ml,21500,13031,6/20/2025 15:10,280166500,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
230,Cussons Baby Soap Fresh & Nourish - Sabun Bayi 60gr,4500,18330,6/20/2025 15:10,82485000,June,2025,Cussons,"0 - 8,574","0 - 45,264"
231,Cussons Baby Newborn Cream - Krim Bayi 50gr,18500,40463,6/20/2025 15:10,748565500,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
233,Cussons Baby Cream Mild & Gentle - Krim Bayi 50gr,15200,10778,6/20/2025 15:10,163825600,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
234,Cussons Baby Cream Soft & Smooth - Krim Bayi 50gr,15600,16459,6/20/2025 15:10,256760400,June,2025,Cussons,"8,574 - 17,147","0 - 45,264"
235,Cussons Baby Lotion Moscare Skin Protection - Losion Bayi Anti Nyamuk 100gr,27900,18857,6/20/2025 15:10,526110300,June,2025,Cussons,"25,721 - 34,295","0 - 45,264"
236,Cussons Baby Hair Lotion Candle Nut & Celery - Losion Rambut Bayi 100ml,22200,72958,6/20/2025 15:10,1619667600,June,2025,Cussons,"17,147 - 25,721","0 - 45,264"
0,Bambi Dermacare Hydrating Cream Untuk Bayi & Anak,126900,1500,6/24/2025 9:37,190350000,June,2025,Bambi,"101,466 - 152,199","90,527 - 135,791"
1,Bambi Baby Milk Bath 300ml Refill PH Balance,61414,380,6/24/2025 9:37,23337320,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
2,Bambi Baby Powder Morning Breezy 250gr,43400,851,6/24/2025 9:37,36933400,June,2025,Bambi,"0 - 50,733","0 - 45,264"
3,Bambi Baby 2in1 Bath pH Balance 200ml,46260,4500,6/24/2025 9:37,208170000,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
4,Bambi Baby 2in1 Bath Refill 300ml PH Balance,701500,528,6/24/2025 9:37,370392000,June,2025,Bambi,"659,530 - 710,263","678,954 - 724,217"
5,Bambi Baby Vegan Lip Balm 4gr,47500,418,6/24/2025 9:37,19855000,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
6,Bambi Baby Breathe Easy Essential Oil 10ml,46265,96,6/24/2025 9:37,4441440,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
7,Bambi Dermacare SPF 50 Sunscreen Bayi Anak Aman,11437,697,6/24/2025 9:37,7971589,June,2025,Bambi,"0 - 50,733","0 - 45,264"
8,Bambi Baby Sunscreen SPF 30++ Waterproof 100ml,165600,6200,6/24/2025 9:37,1026720000,June,2025,Bambi,"152,199 - 202,932","135,791 - 181,054"
9,Bambi Baby Shampoo 500ml | Shampoo Vitamin E Untuk Melembutkan Rambut Bayi,128630,509,6/24/2025 9:37,65472670,June,2025,Bambi,"101,466 - 152,199","90,527 - 135,791"
10,Bambi Dermacare Compact Powder 40gr - Powder/Bedak Untuk Kulit Eczema Bayi & Anak,84800,1300,6/24/2025 9:37,110240000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
11,Bambi Baby Milk Bath 500ml PH Balance Susu,140954,926,6/24/2025 9:37,130523404,June,2025,Bambi,"101,466 - 152,199","135,791 - 181,054"
12,Bambi Baby Skin Protectant 50ml Hypoallergenic,51300,2400,6/24/2025 9:37,123120000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
13,Bambi Baby Exclusive Newborn Package 1,172400,655,6/24/2025 9:37,112922000,June,2025,Bambi,"152,199 - 202,932","135,791 - 181,054"
14,Bambi Baby Dermacare First Aid Rescue Lotion 50ml,721700,147,6/24/2025 9:37,106089900,June,2025,Bambi,"710,263 - 760,996","678,954 - 724,217"
15,Bambi Baby Minyak Kayu Putih 60ml Untuk Bayi 1+,43800,1900,6/24/2025 9:37,83220000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
16,Bambi Baby Health Hero Essential Oil 10ml,80000,35,6/24/2025 9:37,2800000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
17,Bambi Dermacare Advanced Moisture Body Lotion 200ml - Lotion,164520,993,6/24/2025 9:37,163368360,June,2025,Bambi,"152,199 - 202,932","135,791 - 181,054"
18,Bambi Baby Exclusive Newborn Package 2,174400,200,6/24/2025 9:37,34880000,June,2025,Bambi,"152,199 - 202,932","135,791 - 181,054"
19,Bambi Baby Hair Gel 50ml | Styling / Gel Rambut Bayi Dan Anak,52830,5100,6/24/2025 9:37,269433000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
20,Bambi Dermacare Cologne Untuk Kulit Sensitif Bayi,77800,731,6/24/2025 9:37,56871800,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
21,Special Package Bambi Baby Sleepy Time Series | *Get Toys*,299999,91,6/24/2025 9:37,27299909,June,2025,Bambi,"253,665 - 304,398","271,582 - 316,845"
22,Bambi Dermacare Soothing Wash Untuk Bayi & Anak,146340,562,6/24/2025 9:37,82243080,June,2025,Bambi,"101,466 - 152,199","135,791 - 181,054"
23,Special Package Bambi Baby Dermacare Series | *Get Toys*,719999,10,6/24/2025 9:37,7199990,June,2025,Bambi,"710,263 - 760,996","678,954 - 724,217"
24,Special Bundling Bambi Baby Lotion (Face Cream + Sunscreen) | Free Tumbler,307700,61,6/24/2025 9:37,18769700,June,2025,Bambi,"304,398 - 355,132","271,582 - 316,845"
25,Bambi Baby Hampers Special Ramadhan,320000,1,6/24/2025 9:37,320000,June,2025,Bambi,"304,398 - 355,132","316,845 - 362,109"
26,Bambi Baby Multipurpose Linen & Pillow Spray 120ml,85975,158,6/24/2025 9:37,13584050,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
27,Bambi Baby Mom's Stretchmark Cream 100ml | Cream Memudarkan Strechmark,143730,556,6/24/2025 9:37,79913880,June,2025,Bambi,"101,466 - 152,199","135,791 - 181,054"
28,Bambi Baby Cologne Morning Breezy 100ml | Parfume Bayi Kulit Normal - Sensitif,39600,44194,6/24/2025 9:37,1750082400,June,2025,Bambi,"0 - 50,733","0 - 45,264"
29,Bambi Baby Compact Powder 40gr | Bedak Padat Bayi Kulit Normal - Sensitif | Aromatherapy,65300,34940,6/24/2025 9:37,2281582000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
30,Bambi Baby Cologne Sweet Floral 100ml | Aromhatherapy | Parfume Bayi Kulit Normal - Sensitif,39600,21944,6/24/2025 9:37,868982400,June,2025,Bambi,"0 - 50,733","0 - 45,264"
31,Bambi Baby Diaper Rash Cream 50ml Anti Iritasi,46260,18925,6/24/2025 9:37,875470500,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
32,Bambi Baby Cologne Milky Powdery 100ml - Aromatherapy | Perfume Bayi Kulit Normal - Sensitif,39600,2303,6/24/2025 9:37,91198800,June,2025,Bambi,"0 - 50,733","0 - 45,264"
33,Bambi Baby Oil 100ml | Baby Oil Pijat Bayi Kulit Normal - Sensitif,38412,7400,6/24/2025 9:37,284248800,June,2025,Bambi,"0 - 50,733","0 - 45,264"
34,Bambi Baby Compact Powder 40gr - (REFILL) | Bedak Padat Bayi Kulit Normal - Sensitif | Aromatherapy,53500,8100,6/24/2025 9:37,433350000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
35,Bambi Baby Sleepy Time Relaxing Cologne 100ml,115000,4100,6/24/2025 9:37,471500000,June,2025,Bambi,"101,466 - 152,199","90,527 - 135,791"
36,Bambi Baby Mild Lotion 100ml Hypoallergenic,50300,1000,6/24/2025 9:37,50300000,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
37,Bambi Baby 2in1 Bath Sabun Shampoo PH Balance,31913,6100,6/24/2025 9:37,194669300,June,2025,Bambi,"0 - 50,733","0 - 45,264"
38,Bambi Baby Anti Mosquito Lotion Citronella 50ml,48165,16563,6/24/2025 9:37,797756895,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
39,Bambi Baby Minyak Telon 60ml Hangat Untuk Bayi,399100,13052,6/24/2025 9:37,5209053200,June,2025,Bambi,"355,132 - 405,865","362,109 - 407,372"
40,Bambi Baby Sleepy Time Calming Rub Cream 40gr,76380,5200,6/24/2025 9:37,397176000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
41,Bambi Baby Sleepy Time Calming Lotion 100ml,50130,1700,6/24/2025 9:37,85221000,June,2025,Bambi,"0 - 50,733","45,264 - 90,527"
42,Bambi Baby Face Cream 50ml Hypoallergenic Lotion,111330,14761,6/24/2025 9:37,1643342130,June,2025,Bambi,"101,466 - 152,199","90,527 - 135,791"
43,Bambi Baby Powder Prickly Heat 40gr Anti Irritant,76000,4500,6/24/2025 9:37,342000000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
44,Bambi Baby Milk Bath Extra Moist 100ml PH Balance,33000,3900,6/24/2025 9:37,128700000,June,2025,Bambi,"0 - 50,733","0 - 45,264"
45,Bambi Baby Telon Balm 50ml | Calming Rub Membantu Mengatasi Kembung & Menghangatkan Tubuh Bayi,78840,3100,6/24/2025 9:37,244404000,June,2025,Bambi,"50,733 - 101,466","45,264 - 90,527"
